,Emotion,Clean_Text
8514,sadness,research paper down peer review shakespeare play go #whensthanksgiving
26079,joy,joy happens allow recognize good things #dads4life #fatherhood #parenting
17298,anger,mean clearly want people ask do respond knock fuck off #annoyingpeople
3773,joy,time sex
25685,joy,  celebrate adoption day celebrate day reentered belarus
11522,joy,ahhh think last 30 mins later taken hour sleep
1261,sadness,    twitter wont let far mentions find met
19620,fear,years protected seed time beautiful flower~sc paul
17194,joy,im glad school jan9th:) gonna working relaxingno schoolno stupid emotionsno complications
3011,neutral,
5412,joy,time night burst energy wont able sleep hour two lol
33416,anger,regretting let riled  delved bag came bar soap 
19294,sadness,let  sorry tables want booked 
21548,neutral,course  use machine needle pokes skin inserts ink 
17506,joy,love airport early morning
13941,sadness,bought mirinda bottle lost enthu gulps waste :|
7919,fear,experienced feeling doctors found nodule mothers breasts turned occlusion resulting continious sucking days reason
9113,joy,sick hoping sent home work cant talk headache ready ramp nearmigrane again #sarcasticafont
21958,neutral,wow 
19714,anger,screw ontario colleges site yes know person account person me let sign apply
21779,joy,birthday good friends came visit me
2131,neutral,oh  
19935,joy,got job right school over
30511,joy,  billy crystal extremely proud today
30784,joy,funeral tomorrow great way begin december
26553,joy,wow  sound like going fun 
6979,anger,rights use shared house usurped coowners pure selfishness
1296,joy,able live able shareand #love able spread
12685,anger,came girl school busstop seen friends friends friend friend introduced got bus smiled respond pretending seen me arrogant behaviour sick angry
15776,anger,gloom despondency hung royal party anne little resentful required join sanctuary 
44,anger,parents allow social function friends attending
12391,sadness,feel good :(
30395,joy,feeling birthday love thank you
24961,anger, bother coming home 
2803,sadness,sadness no felt stronger father died
21677,joy,choose  choose #joy choose #joy
24004,sadness,wish harry potter ending
17824,anger,cat eaten fish  ill kill 
644,fear,heartstopping moment think pulled headphones silent library
31151,sadness,  follow  thts cud dnt talk anymore :(:(
20643,joy,2 hour #depressed bus journey :(
20733,fear,despite disquiet club year  mr stringer appears relaxed control took charge winter 1987 
7104,sadness,marsilid tried treatment depressed patients   given period weeks days  disadvantages advantages 
18290,neutral,
10887,joy,quotto given expectedquot feeling im going hearing season coach
13813,neutral,
13034,fear,when example grandfather fell seriously ill necessary operated felt great fear losing dear me
28196,joy,home time summer
31755,sadness,need vacation junk food retail therapy biiiig hug  bottle blunttt
27017,sadness,grinding sleeping rt   u like mad late lol rt   patrice oneal died though really
29917,joy,working goin home ant time study
25557,joy,break presentation writing time house cleaning
2135,joy,heart overflows wit overflows wit well
16746,fear,lovin factor coming back favorite shows
13346,fear,stopped lights mangere late friday night way home work car came car started banging shaking it light red light changed green took off
8985,sadness,  defo miss dont live rathgar anymore kept business opened :o) #guiltypleasures
4501,sadness,es tan pene la pero extraño la mía
12505,anger,cant stand music sky movies advert especially @ colin firth scene
23846,sadness,phone died charger school
12519,joy,snowing michigan avenue pretty kind happy #snow
21634,neutral,uh huh 
26048,fear,s lot pain  extremely anxious condition  
14793,joy,good idea  thanks billion 
501,sadness,  happens pay card theres balance left pay cash whatever stars
20380,sadness,dit echt gemeen net als ik die aflevering super graag wil zien staat ie er niet op :(
32736,sadness,understood james s despair enormity ruin  loss edward meaning 
7902,fear,puts line #ignorance keeps silent #money serial killer
18524,sadness,rt:   society killed left confedince blamed mirror
26689,joy,officially weeks notice work
10421,fear,remember lifes path steep mind even~horace  #anger #depression
31182,joy,real housewives orange county back
19612,sadness,curious sensation  fact eyes downcast  apparently studying vinyl squares floor 
20143,joy,pleasure turning alarm
19219,sadness,18th 1984 boyfriend went usa december told passed away cancer oesophagus
7560,fear,rose excessively clinging behaviour anxious clive late   away extended business trip 
27414,anger,heard stepmother treated mother wrong manner
34403,fear,labour foetal sounds faint big alert forceps delivery
27167,joy,chapter economics study tomorrows final
15193,anger,m mad  ve ambition 
9267,fear,liberties freedoms succumbed terror gop steal freedom #security #ows
29888,sadness,ledos found friends coming sunday cant them aint seen 3 years keeps going:(
33031,joy,lots affection lots play
2255,fear,walking wood night boyfriend romantic suddenly heard car driving slowly lights out looked looking something
30583,fear,voiced disquiet ana laughed 
26767,anger,find qute hilarious becuz laugh it ha think thats im alays gettin trouble  oh (:
20730,sadness,asked talk  refused said wanted quiet 
15086,sadness,went library lost bag 
3398,neutral,know 
12632,joy,follows pure thought like shadow leavesthe buddha
8071,joy,watch tv use belly button bowl skittles
34182,fear,lack #loneliness people bullshit
25168,joy,year end meeting
7453,sadness,sorry  road crowded 
17927,sadness,driving brooklyn ahh pretty cant im obsessed people haha love yous
22229,fear,  kids visiting penn state felt  damn near piss pants kicking wit    
20103,sadness,crushing online poker today
2488,joy,talk friends
34499,neutral,dad  taping windows 
29305,sadness,cat likes bf way likes me
3781,joy,got home simonslt33now time sleep prepare 4 hour practice
26323,anger,mother fucking shit ass computers pissing offfff
20142,fear,cant police  definitely following 
5835,joy,gotta super early tomorrow franklin
33584,joy,skyped   told wear party
29594,sadness,hurt feel hurt elses eyes
13447,anger,particularly irate husband pronounced words times heat moment divorce permanent reversed 
4821,joy,feel good babysit
34102,sadness,demoralized miserable  operating endless mechanical process 
15936,joy,head hurts car smells feel good
11152,sadness,today woman looked daughter write book leaving nanny
23572,joy,christmas season officially begun watched grinch mesmerized 2 year old grandson lap
18349,sadness,s health problems suffer people depressed living houses washing mould walls 
14636,joy,literally hating work right now 45 hours
33603,sadness,watching   national guard units homecomingwhy cant bring boys afghanistan home
1655,joy,  lls followed meso followed backi dont pay girl mind ltthat better
31042,joy,starting 2hr journey smart village nasr city #cairotraffic #yamehawen
21418,joy,finals come weeks left semester
27090,neutral,girl met holiday spain  think 
22500,fear,✓rt   afraid tomorrow seen yesterday love today #less
12327,sadness,kinda feel cause im going fire ice today
9744,joy,air #holiday season plz tweet #randomactsofkindness u witness did want hear ur stories :)
20551,joy,wise serpent innocent dovewisdom comes above god good
13391,neutral,better medicine good rest  hope pretty soon 
15211,neutral, busy 
32030,joy,love stir fry crispy bitesize vegetables covered mixture soy sauce oyster sauce  wilted greens fresh bean sprouts  throw onion garlic ginger  mmm  mmm  ’ lunchtime  die plate stir fry right 
1535,joy,break imagine shimmering waterfall clears body mind spirit let wash you feel release #ljb
3802,anger,
34598,fear,cant describe anxiety gym pull locker room door exact time pushing it
22464,joy,land uggs considered appropriate footwear foster people quotindiequot
23646,joy,  waiting mandy im going new moomin shop :o
21179,sadness,im sorry  cant  note 
20975,joy,waiting   finish hes something passing time watching hairspray
20353,fear,biggest loosing you face fear absolutely idea mean me
8781,joy,eating messy apple peanut butter granola choc chip snack thats delish haha shopping online listening 3 tage wach )
7540,anger,way rage passed throu today 2 cuss asian men hair shop
7535,joy,crime punishment novels follow  narrow glee ahead fact unworthy art  idealism   deeper realism  intend 
33257,joy,long day work school tomorrow
17151,neutral,freeze 
27163,anger,want throw things want drink alcohol throw bottles walls people hate
19870,joy,requested   dancing shoes 
23519,fear, beautiful 
25812,anger,  read article makes angry tweet again
14715,joy,ergh think hangover officially set in time write chemistry essay
11322,anger,told boy want friend apparent reason
20613,fear,scared  lie   fight   fear #victory
12333,fear,message clear members gloucestershire county council turned todays budget meeting  protestors  anxious scale impending cuts urging councillors think wielding axe 
19602,fear,“  afraid tomorrow seen yesterday love today #less”
26233,fear,do trust you wiselt3  today feeling
22153,joy,yesterday final whistle blew final match ois ifk certain ois swedish title
16403,fear,lmao cute rt   thingy kinda cute tho rt   rt   #fear = forget rap
14008,joy,father bought suit
13179,anger,road works fucking head in need sleep #fumin
31593,joy,  thank you love spreading #hope #love #world makes world better place :d
9974,sadness,knew happen day 
12912,fear,afraid boyfriend came home parents disapproved coming home thought chase house
22284,sadness,uhoh  im trouble 
33840,joy, know joanna overjoyed condition  
32251,anger,sport viewing perfect example practising replacement
